shift_id,staff_id,shift_date,shift_start,shift_end,ward
1016,45,2026-09-14,22:00:00,06:00:00,Emergency
1017,45,2026-09-13,22:00:00,06:00:00,Surgical
1018,45,2026-09-12,22:00:00,06:00:00,ICU
1019,45,2026-09-11,22:00:00,06:00:00,Maternity
1020,45,2026-09-08,22:00:00,06:00:00,Surgical
1021,45,2026-09-06,22:00:00,06:00:00,Pediatric
1022,45,2026-09-04,22:00:00,06:00:00,ICU
1023,45,2026-09-03,22:00:00,06:00:00,Surgical
1024,45,2026-09-01,22:00:00,06:00:00,Emergency
1025,45,2026-08-31,22:00:00,06:00:00,Maternity
1026,45,2026-08-30,22:00:00,06:00:00,General
1027,45,2026-08-29,22:00:00,06:00:00,Pediatric
1028,45,2026-08-27,22:00:00,06:00:00,Surgical
1029,45,2026-08-26,22:00:00,06:00:00,Emergency
1030,46,2026-09-24,06:00:00,14:00:00,Surgical
1031,46,2026-09-23,06:00:00,14:00:00,General
1032,46,2026-09-21,06:00:00,14:00:00,Emergency
1033,46,2026-09-18,06:00:00,14:00:00,General
1034,46,2026-09-17,06:00:00,14:00:00,Surgical
1035,46,2026-09-15,06:00:00,14:00:00,Surgical
1036,46,2026-09-14,06:00:00,14:00:00,Emergency
1037,46,2026-09-13,06:00:00,14:00:00,Pediatric
1038,46,2026-09-11,06:00:00,14:00:00,ICU
1039,46,2026-09-08,06:00:00,14:00:00,Maternity
1040,46,2026-09-07,06:00:00,14:00:00,Emergency
1041,46,2026-09-03,06:00:00,14:00:00,General
1042,46,2026-09-02,06:00:00,14:00:00,General
1043,46,2026-09-01,06:00:00,14:00:00,Surgical
1044,46,2026-08-31,06:00:00,14:00:00,Surgical
1045,46,2026-08-30,06:00:00,14:00:00,General
1046,46,2026-08-29,06:00:00,14:00:00,General
1047,46,2026-08-28,06:00:00,14:00:00,Pediatric
1048,46,2026-08-27,06:00:00,14:00:00,Maternity
1049,46,2026-08-26,06:00:00,14:00:00,Surgical
1050,47,2026-09-24,14:00:00,22:00:00,Emergency
1051,47,2026-09-23,14:00:00,22:00:00,Maternity
1052,47,2026-09-22,14:00:00,22:00:00,General
1053,47,2026-09-21,14:00:00,22:00:00,General
1054,47,2026-09-20,14:00:00,22:00:00,ICU
1055,47,2026-09-17,14:00:00,22:00:00,Emergency
1056,47,2026-09-14,14:00:00,22:00:00,Maternity
1057,47,2026-09-12,14:00:00,22:00:00,Pediatric
1058,47,2026-09-09,14:00:00,22:00:00,ICU
1059,47,2026-09-08,14:00:00,22:00:00,Maternity
1060,47,2026-09-07,14:00:00,22:00:00,Maternity
1061,47,2026-09-06,14:00:00,22:00:00,Emergency
1062,47,2026-09-05,14:00:00,22:00:00,Surgical
1063,47,2026-09-04,14:00:00,22:00:00,Emergency
1064,47,2026-09-02,14:00:00,22:00:00,Maternity
1065,47,2026-09-01,14:00:00,22:00:00,ICU
1066,47,2026-08-30,14:00:00,22:00:00,Surgical
1067,47,2026-08-29,14:00:00,22:00:00,Emergency
1068,47,2026-08-28,14:00:00,22:00:00,Maternity
1069,47,2026-08-27,14:00:00,22:00:00,Emergency
1070,48,2026-09-24,06:00:00,14:00:00,Maternity
1071,48,2026-09-23,06:00:00,14:00:00,Pediatric
1072,48,2026-09-21,06:00:00,14:00:00,General
1073,48,2026-09-20,06:00:00,14:00:00,Surgical
1074,48,2026-09-18,06:00:00,14:00:00,General
1075,48,2026-09-17,06:00:00,14:00:00,Emergency
1076,48,2026-09-16,06:00:00,14:00:00,Emergency
1077,48,2026-09-15,06:00:00,14:00:00,General
1078,48,2026-09-12,06:00:00,14:00:00,General
1079,48,2026-09-11,06:00:00,14:00:00,Pediatric
1080,48,2026-09-10,06:00:00,14:00:00,General
1081,48,2026-09-09,06:00:00,14:00:00,Emergency
1082,48,2026-09-06,06:00:00,14:00:00,Pediatric
1083,48,2026-09-05,06:00:00,14:00:00,Emergency
1084,48,2026-09-03,06:00:00,14:00:00,ICU
1085,48,2026-09-02,06:00:00,14:00:00,Emergency
1086,48,2026-09-01,06:00:00,14:00:00,Pediatric
1087,48,2026-08-31,06:00:00,14:00:00,Emergency
1088,48,2026-08-30,06:00:00,14:00:00,Surgical
1089,48,2026-08-29,06:00:00,14:00:00,General
1090,48,2026-08-28,06:00:00,14:00:00,Maternity
1091,48,2026-08-27,06:00:00,14:00:00,General
1092,49,2026-09-24,14:00:00,22:00:00,Emergency
1093,49,2026-09-22,14:00:00,22:00:00,General
1094,49,2026-09-21,14:00:00,22:00:00,Emergency
1095,49,2026-09-20,14:00:00,22:00:00,Pediatric
1096,49,2026-09-19,14:00:00,22:00:00,Maternity
1097,49,2026-09-18,14:00:00,22:00:00,General
1098,49,2026-09-17,14:00:00,22:00:00,General
1099,49,2026-09-15,14:00:00,22:00:00,Pediatric
1100,49,2026-09-14,14:00:00,22:00:00,Maternity
1101,49,2026-09-12,14:00:00,22:00:00,ICU
1102,49,2026-09-11,14:00:00,22:00:00,Maternity
1103,49,2026-09-10,14:00:00,22:00:00,Surgical
1104,49,2026-09-09,14:00:00,22:00:00,Maternity
1105,49,2026-09-08,14:00:00,22:00:00,ICU
1106,49,2026-09-07,14:00:00,22:00:00,ICU
1107,49,2026-09-06,14:00:00,22:00:00,Surgical
1108,49,2026-09-05,14:00:00,22:00:00,Emergency
1109,49,2026-09-04,14:00:00,22:00:00,General
1110,49,2026-09-03,14:00:00,22:00:00,General
1111,49,2026-09-02,14:00:00,22:00:00,Pediatric
1112,49,2026-09-01,14:00:00,22:00:00,ICU
1113,49,2026-08-31,14:00:00,22:00:00,Surgical
1114,49,2026-08-30,14:00:00,22:00:00,ICU
1115,49,2026-08-29,14:00:00,22:00:00,Maternity
1116,49,2026-08-27,14:00:00,22:00:00,Pediatric
1117,49,2026-08-26,14:00:00,22:00:00,Emergency
1118,50,2026-09-24,22:00:00,06:00:00,Surgical
1119,50,2026-09-22,22:00:00,06:00:00,Maternity
1120,50,2026-09-21,22:00:00,06:00:00,Pediatric
1121,50,2026-09-19,22:00:00,06:00:00,Pediatric
1122,50,2026-09-18,22:00:00,06:00:00,Maternity
1123,50,2026-09-14,22:00:00,06:00:00,Maternity
1124,50,2026-09-13,22:00:00,06:00:00,Emergency
1125,50,2026-09-11,22:00:00,06:00:00,Maternity
1126,50,2026-09-10,22:00:00,06:00:00,Emergency
1127,50,2026-09-09,22:00:00,06:00:00,ICU
1128,50,2026-09-08,22:00:00,06:00:00,Emergency
1129,50,2026-09-06,22:00:00,06:00:00,ICU
1130,50,2026-09-05,22:00:00,06:00:00,Emergency
1131,50,2026-09-04,22:00:00,06:00:00,Emergency
1132,50,2026-09-03,22:00:00,06:00:00,Surgical
1133,50,2026-09-01,22:00:00,06:00:00,Surgical
1134,50,2026-08-30,22:00:00,06:00:00,General
1135,50,2026-08-29,22:00:00,06:00:00,Maternity
1136,50,2026-08-28,22:00:00,06:00:00,Emergency
1137,50,2026-08-27,22:00:00,06:00:00,General
1138,51,2026-09-24,22:00:00,06:00:00,Pediatric
1139,51,2026-09-22,22:00:00,06:00:00,ICU
1140,51,2026-09-21,22:00:00,06:00:00,ICU
1141,51,2026-09-20,22:00:00,06:00:00,General
1142,51,2026-09-17,22:00:00,06:00:00,Pediatric
1143,51,2026-09-16,22:00:00,06:00:00,Emergency
1144,51,2026-09-15,22:00:00,06:00:00,Emergency
1145,51,2026-09-14,22:00:00,06:00:00,Pediatric
1146,51,2026-09-13,22:00:00,06:00:00,ICU
1147,51,2026-09-12,22:00:00,06:00:00,Surgical
1148,51,2026-09-11,22:00:00,06:00:00,ICU
1149,51,2026-09-10,22:00:00,06:00:00,Pediatric
1150,51,2026-09-09,22:00:00,06:00:00,Emergency
1151,51,2026-09-08,22:00:00,06:00:00,ICU
1152,51,2026-09-06,22:00:00,06:00:00,Pediatric
1153,51,2026-09-04,22:00:00,06:00:00,Maternity
1154,51,2026-09-02,22:00:00,06:00:00,Maternity
1155,51,2026-09-01,22:00:00,06:00:00,Maternity
1156,51,2026-08-30,22:00:00,06:00:00,Pediatric
1157,51,2026-08-29,22:00:00,06:00:00,Maternity
1158,51,2026-08-27,22:00:00,06:00:00,Surgical
1159,51,2026-08-26,22:00:00,06:00:00,Emergency
1160,52,2026-09-24,14:00:00,22:00:00,Surgical
1161,52,2026-09-23,14:00:00,22:00:00,General
1162,52,2026-09-22,14:00:00,22:00:00,Pediatric
1163,52,2026-09-19,14:00:00,22:00:00,General
1164,52,2026-09-18,14:00:00,22:00:00,ICU
1165,52,2026-09-17,14:00:00,22:00:00,Maternity
1166,52,2026-09-16,14:00:00,22:00:00,General
1167,52,2026-09-15,14:00:00,22:00:00,Maternity
1168,52,2026-09-14,14:00:00,22:00:00,ICU
1169,52,2026-09-11,14:00:00,22:00:00,Pediatric
1170,52,2026-09-10,14:00:00,22:00:00,Pediatric
1171,52,2026-09-09,14:00:00,22:00:00,Maternity
1172,52,2026-09-07,14:00:00,22:00:00,Pediatric
1173,52,2026-09-06,14:00:00,22:00:00,Pediatric
1174,52,2026-09-05,14:00:00,22:00:00,Pediatric
1175,52,2026-09-01,14:00:00,22:00:00,ICU
1176,52,2026-08-29,14:00:00,22:00:00,Pediatric
1177,52,2026-08-27,14:00:00,22:00:00,Surgical
1178,52,2026-08-26,14:00:00,22:00:00,Pediatric
1179,53,2026-09-24,14:00:00,22:00:00,ICU
1180,53,2026-09-21,14:00:00,22:00:00,General
1181,53,2026-09-20,14:00:00,22:00:00,ICU
1182,53,2026-09-19,14:00:00,22:00:00,Emergency
1183,53,2026-09-17,14:00:00,22:00:00,Pediatric
1184,53,2026-09-15,14:00:00,22:00:00,Surgical
1185,53,2026-09-13,14:00:00,22:00:00,ICU
1186,53,2026-09-12,14:00:00,22:00:00,Emergency
1187,53,2026-09-11,14:00:00,22:00:00,ICU
1188,53,2026-09-10,14:00:00,22:00:00,Pediatric
1189,53,2026-09-09,14:00:00,22:00:00,General
1190,53,2026-09-08,14:00:00,22:00:00,General
1191,53,2026-09-07,14:00:00,22:00:00,Surgical
1192,53,2026-09-06,14:00:00,22:00:00,Maternity
1193,53,2026-09-05,14:00:00,22:00:00,Pediatric
1194,53,2026-09-04,14:00:00,22:00:00,Pediatric
1195,53,2026-09-03,14:00:00,22:00:00,Surgical
1196,53,2026-09-02,14:00:00,22:00:00,ICU
1197,53,2026-09-01,14:00:00,22:00:00,Pediatric
1198,53,2026-08-31,14:00:00,22:00:00,Pediatric
1199,53,2026-08-30,14:00:00,22:00:00,Emergency
1200,53,2026-08-28,14:00:00,22:00:00,General
1201,53,2026-08-27,14:00:00,22:00:00,Surgical
1202,54,2026-09-24,14:00:00,22:00:00,ICU
1203,54,2026-09-23,14:00:00,22:00:00,Maternity
1204,54,2026-09-21,14:00:00,22:00:00,Maternity
1205,54,2026-09-20,14:00:00,22:00:00,Maternity
1206,54,2026-09-19,14:00:00,22:00:00,Emergency
1207,54,2026-09-18,14:00:00,22:00:00,Surgical
1208,54,2026-09-17,14:00:00,22:00:00,Emergency
1209,54,2026-09-16,14:00:00,22:00:00,Surgical
1210,54,2026-09-15,14:00:00,22:00:00,Pediatric
1211,54,2026-09-13,14:00:00,22:00:00,Emergency
1212,54,2026-09-11,14:00:00,22:00:00,Maternity
1213,54,2026-09-10,14:00:00,22:00:00,ICU
1214,54,2026-09-07,14:00:00,22:00:00,Maternity
1215,54,2026-09-06,14:00:00,22:00:00,Emergency
1216,54,2026-09-05,14:00:00,22:00:00,Maternity
1217,54,2026-09-04,14:00:00,22:00:00,General
1218,54,2026-09-03,14:00:00,22:00:00,Surgical
1219,54,2026-09-02,14:00:00,22:00:00,Pediatric
1220,54,2026-09-01,14:00:00,22:00:00,Emergency
1221,54,2026-08-30,14:00:00,22:00:00,Pediatric
1222,54,2026-08-29,14:00:00,22:00:00,ICU
1223,54,2026-08-28,14:00:00,22:00:00,ICU
1224,54,2026-08-27,14:00:00,22:00:00,Maternity
1225,55,2026-09-24,22:00:00,06:00:00,Pediatric
1226,55,2026-09-23,22:00:00,06:00:00,General
1227,55,2026-09-22,22:00:00,06:00:00,Maternity
1228,55,2026-09-19,22:00:00,06:00:00,Emergency
1229,55,2026-09-18,22:00:00,06:00:00,Pediatric
1230,55,2026-09-17,22:00:00,06:00:00,Maternity
1231,55,2026-09-16,22:00:00,06:00:00,General
1232,55,2026-09-15,22:00:00,06:00:00,Surgical
1233,55,2026-09-14,22:00:00,06:00:00,Maternity
1234,55,2026-09-13,22:00:00,06:00:00,Pediatric
1235,55,2026-09-12,22:00:00,06:00:00,Emergency
1236,55,2026-09-11,22:00:00,06:00:00,Maternity
1237,55,2026-09-10,22:00:00,06:00:00,Pediatric
1238,55,2026-09-09,22:00:00,06:00:00,General
1239,55,2026-09-08,22:00:00,06:00:00,Emergency
1240,55,2026-09-07,22:00:00,06:00:00,Emergency
1241,55,2026-09-06,22:00:00,06:00:00,Maternity
1242,55,2026-09-05,22:00:00,06:00:00,Surgical
1243,55,2026-09-04,22:00:00,06:00:00,Surgical
1244,55,2026-09-03,22:00:00,06:00:00,Maternity
1245,55,2026-09-02,22:00:00,06:00:00,Maternity
1246,55,2026-09-01,22:00:00,06:00:00,ICU
1247,55,2026-08-31,22:00:00,06:00:00,Surgical
1248,55,2026-08-29,22:00:00,06:00:00,Maternity
1249,55,2026-08-28,22:00:00,06:00:00,ICU
1250,55,2026-08-27,22:00:00,06:00:00,General
1251,56,2026-09-23,14:00:00,22:00:00,ICU
1252,56,2026-09-21,14:00:00,22:00:00,Maternity
1253,56,2026-09-20,14:00:00,22:00:00,Maternity
1254,56,2026-09-19,14:00:00,22:00:00,Maternity
1255,56,2026-09-18,14:00:00,22:00:00,Emergency
1256,56,2026-09-16,14:00:00,22:00:00,Emergency
1257,56,2026-09-15,14:00:00,22:00:00,Maternity
1258,56,2026-09-14,14:00:00,22:00:00,Pediatric
1259,56,2026-09-12,14:00:00,22:00:00,Surgical
1260,56,2026-09-10,14:00:00,22:00:00,General
1261,56,2026-09-08,14:00:00,22:00:00,Surgical
1262,56,2026-09-06,14:00:00,22:00:00,Surgical
1263,56,2026-09-04,14:00:00,22:00:00,Pediatric
1264,56,2026-09-02,14:00:00,22:00:00,Emergency
1265,56,2026-09-01,14:00:00,22:00:00,Emergency
1266,56,2026-08-31,14:00:00,22:00:00,Maternity
1267,56,2026-08-30,14:00:00,22:00:00,Maternity
1268,56,2026-08-29,14:00:00,22:00:00,Emergency
1269,56,2026-08-28,14:00:00,22:00:00,General
1270,56,2026-08-27,14:00:00,22:00:00,Maternity
1271,57,2026-09-24,22:00:00,06:00:00,Maternity
1272,57,2026-09-23,22:00:00,06:00:00,Emergency
1273,57,2026-09-22,22:00:00,06:00:00,ICU
1274,57,2026-09-21,22:00:00,06:00:00,ICU
1275,57,2026-09-20,22:00:00,06:00:00,Maternity
1276,57,2026-09-19,22:00:00,06:00:00,General
1277,57,2026-09-18,22:00:00,06:00:00,Emergency
1278,57,2026-09-14,22:00:00,06:00:00,Maternity
1279,57,2026-09-13,22:00:00,06:00:00,Maternity
1280,57,2026-09-12,22:00:00,06:00:00,Surgical
1281,57,2026-09-10,22:00:00,06:00:00,General
1282,57,2026-09-09,22:00:00,06:00:00,Surgical
1283,57,2026-09-08,22:00:00,06:00:00,Maternity
1284,57,2026-09-06,22:00:00,06:00:00,Surgical
1285,57,2026-09-05,22:00:00,06:00:00,Surgical
1286,57,2026-09-04,22:00:00,06:00:00,ICU
1287,57,2026-09-02,22:00:00,06:00:00,Emergency
1288,57,2026-09-01,22:00:00,06:00:00,Surgical
1289,57,2026-08-31,22:00:00,06:00:00,Emergency
1290,57,2026-08-30,22:00:00,06:00:00,Emergency
1291,57,2026-08-29,22:00:00,06:00:00,Pediatric
1292,57,2026-08-28,22:00:00,06:00:00,ICU
1293,57,2026-08-27,22:00:00,06:00:00,Surgical
1294,57,2026-08-26,22:00:00,06:00:00,Maternity
1295,58,2026-09-24,22:00:00,06:00:00,Emergency
1296,58,2026-09-22,22:00:00,06:00:00,Emergency
1297,58,2026-09-21,22:00:00,06:00:00,Surgical
1298,58,2026-09-20,22:00:00,06:00:00,ICU
1299,58,2026-09-18,22:00:00,06:00:00,ICU
1300,58,2026-09-17,22:00:00,06:00:00,Surgical
1301,58,2026-09-15,22:00:00,06:00:00,Pediatric
1302,58,2026-09-14,22:00:00,06:00:00,Pediatric
1303,58,2026-09-13,22:00:00,06:00:00,ICU
1304,58,2026-09-12,22:00:00,06:00:00,Surgical
1305,58,2026-09-11,22:00:00,06:00:00,Emergency
1306,58,2026-09-09,22:00:00,06:00:00,Emergency
1307,58,2026-09-08,22:00:00,06:00:00,General
1308,58,2026-09-07,22:00:00,06:00:00,Emergency
1309,58,2026-09-04,22:00:00,06:00:00,Pediatric
1310,58,2026-09-03,22:00:00,06:00:00,General
1311,58,2026-09-02,22:00:00,06:00:00,Pediatric
1312,58,2026-09-01,22:00:00,06:00:00,Surgical
1313,58,2026-08-31,22:00:00,06:00:00,Pediatric
1314,58,2026-08-30,22:00:00,06:00:00,ICU
1315,58,2026-08-29,22:00:00,06:00:00,Surgical
1316,58,2026-08-28,22:00:00,06:00:00,Emergency
1317,58,2026-08-27,22:00:00,06:00:00,General
1318,58,2026-08-26,22:00:00,06:00:00,Emergency
1319,59,2026-09-24,06:00:00,14:00:00,General
1320,59,2026-09-21,06:00:00,14:00:00,ICU
1321,59,2026-09-19,06:00:00,14:00:00,General
1322,59,2026-09-16,06:00:00,14:00:00,Maternity
1323,59,2026-09-15,06:00:00,14:00:00,Maternity
1324,59,2026-09-14,06:00:00,14:00:00,General
1325,59,2026-09-13,06:00:00,14:00:00,Emergency
1326,59,2026-09-11,06:00:00,14:00:00,Pediatric
1327,59,2026-09-09,06:00:00,14:00:00,General
1328,59,2026-09-08,06:00:00,14:00:00,Maternity
1329,59,2026-09-07,06:00:00,14:00:00,Emergency
1330,59,2026-09-04,06:00:00,14:00:00,Emergency
1331,59,2026-09-03,06:00:00,14:00:00,Maternity
1332,59,2026-09-02,06:00:00,14:00:00,Surgical
1333,59,2026-08-31,06:00:00,14:00:00,Maternity
1334,59,2026-08-30,06:00:00,14:00:00,Pediatric
1335,59,2026-08-28,06:00:00,14:00:00,ICU
1336,59,2026-08-27,06:00:00,14:00:00,Surgical
1337,59,2026-08-26,06:00:00,14:00:00,Maternity
1338,60,2026-09-24,06:00:00,14:00:00,Emergency
1339,60,2026-09-22,06:00:00,14:00:00,Pediatric
1340,60,2026-09-20,06:00:00,14:00:00,Surgical
1341,60,2026-09-19,06:00:00,14:00:00,Emergency
1342,60,2026-09-18,06:00:00,14:00:00,Emergency
1343,60,2026-09-17,06:00:00,14:00:00,General
1344,60,2026-09-16,06:00:00,14:00:00,Emergency
1345,60,2026-09-15,06:00:00,14:00:00,General
1346,60,2026-09-14,06:00:00,14:00:00,ICU
1347,60,2026-09-13,06:00:00,14:00:00,ICU
1348,60,2026-09-12,06:00:00,14:00:00,ICU
1349,60,2026-09-11,06:00:00,14:00:00,Emergency
1350,60,2026-09-10,06:00:00,14:00:00,General
1351,60,2026-09-09,06:00:00,14:00:00,Pediatric
1352,60,2026-09-08,06:00:00,14:00:00,ICU
1353,60,2026-09-07,06:00:00,14:00:00,ICU
1354,60,2026-09-05,06:00:00,14:00:00,General
1355,60,2026-09-03,06:00:00,14:00:00,Emergency
1356,60,2026-09-01,06:00:00,14:00:00,Surgical
1357,60,2026-08-31,06:00:00,14:00:00,Emergency
1358,60,2026-08-29,06:00:00,14:00:00,General
1359,60,2026-08-27,06:00:00,14:00:00,Pediatric
1360,60,2026-08-26,06:00:00,14:00:00,Emergency
